django_hello_world.hello.models.Contact	1
django.contrib.contenttypes.models.ContentType	11
django.contrib.auth.models.Group	0
django.contrib.admin.models.LogEntry	0
south.models.MigrationHistory	9
django.contrib.auth.models.Permission	33
django_hello_world.hello.models.Requests	0
django.contrib.sessions.models.Session	0
django.contrib.sites.models.Site	1
django_hello_world.hello.models.State	0
django.contrib.auth.models.User	1
